cohort,isolate,drug,raw,cal,y
sl_ext,SAMEA2534408,EMB,0.011291910894215107,0.00463678516228748,0
sl_ext,SAMEA2534409,EMB,0.009510875679552555,0.00463678516228748,0
sl_ext,SAMEA2534424,EMB,0.010826279409229755,0.00463678516228748,0
sl_ext,SAMEA2534429,EMB,0.020747747272253036,0.005270092226613966,0
sl_ext,SAMEA2534435,EMB,0.017727861180901527,0.005270092226613966,0
sl_ext,SAMEA2534452,EMB,0.011318998411297798,0.00463678516228748,0
sl_ext,SAMEA2534453,EMB,0.00991392694413662,0.00463678516228748,0
sl_ext,SAMEA2534512,EMB,0.12891174852848053,0.037267080745341616,0
sl_ext,SAMEA2534521,EMB,0.35003435611724854,0.24324324324324326,1
sl_ext,SAMEA2534522,EMB,0.01343751884996891,0.00463678516228748,0
sl_ext,SAMEA2534527,EMB,0.11858843266963959,0.037267080745341616,0
sl_ext,SAMEA2534540,EMB,0.01450263150036335,0.00463678516228748,0
sl_ext,SAMEA2534557,EMB,0.010690665803849697,0.00463678516228748,0
sl_ext,SAMEA2534632,EMB,0.01450263150036335,0.00463678516228748,0
sl_ext,SAMEA2534641,EMB,0.05368082597851753,0.022040816326530613,0
sl_ext,SAMEA2534660,EMB,0.011460896581411362,0.00463678516228748,0
sl_ext,SAMEA2534705,EMB,0.015636982396245003,0.00463678516228748,0
sl_ext,SAMEA2534728,EMB,0.010174578987061977,0.00463678516228748,0
sl_ext,SAMEA2534762,EMB,0.01343751884996891,0.00463678516228748,0
sl_ext,SAMEA2534794,EMB,0.00986733939498663,0.00463678516228748,0
sl_ext,SAMEA2534802,EMB,0.8102794289588928,0.639344262295082,1
sl_ext,SAMEA2534807,EMB,0.6156517863273621,0.39119601755068,1
sl_ext,SAMEA2534839,EMB,0.537421703338623,0.3770491803278688,1
sl_ext,SAMEA2534856,EMB,0.010174578987061977,0.00463678516228748,0
sl_ext,SAMEA2534857,EMB,0.040318094193935394,0.011961722488038277,0
sl_ext,SAMEA2534913,EMB,0.010326680727303028,0.00463678516228748,0
sl_ext,SAMEA2534939,EMB,0.040318094193935394,0.011961722488038277,0
sl_ext,SAMEA2534954,EMB,0.00991392694413662,0.00463678516228748,0
sl_ext,SAMEA2534975,EMB,0.016469039022922516,0.005270092226613966,0
sl_ext,SAMEA2535001,EMB,0.010174578987061977,0.00463678516228748,0
sl_ext,SAMEA2535009,EMB,0.12140052020549774,0.037267080745341616,0
sl_ext,SAMEA2535012,EMB,0.010174578987061977,0.00463678516228748,0
sl_ext,SAMEA2535046,EMB,0.32220467925071716,0.15384615384615385,1
sl_ext,SAMEA2535059,EMB,0.8363025784492493,0.639344262295082,1
sl_ext,SAMEA2535067,EMB,0.010174578987061977,0.00463678516228748,0
sl_ext,SAMEA2535078,EMB,0.021454336121678352,0.005270092226613966,0
sl_ext,SAMEA2535082,EMB,0.009961269795894623,0.00463678516228748,0
sl_ext,SAMEA2535087,EMB,0.9424667358398438,0.8322981366459627,1
sl_ext,SAMEA2535095,EMB,0.09485246986150742,0.03614457831325301,0
sl_ext,SAMEA2535158,EMB,0.017077792435884476,0.005270092226613966,0
sl_ext,SAMEA2535171,EMB,0.016521845012903214,0.005270092226613966,0
sl_ext,SAMEA2535186,EMB,0.016867000609636307,0.005270092226613966,0
sl_ext,SAMEA2535189,EMB,0.012392967008054256,0.00463678516228748,0
