query_accession	run_accession	sample_accession	fastq_url
ERS6421878	ERR5917984	SAMEA8742296	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5917984/ERR5917984_1.fastq.gz
ERS6421878	ERR5917984	SAMEA8742296	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5917984/ERR5917984_2.fastq.gz
ERS5300674	ERR4810956	SAMEA7544016	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4810956/ERR4810956_1.fastq.gz
ERS5300674	ERR4810956	SAMEA7544016	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4810956/ERR4810956_2.fastq.gz
ERS5319965	ERR4830892	SAMEA7563332	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830892/ERR4830892_1.fastq.gz
ERS5319965	ERR4830892	SAMEA7563332	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830892/ERR4830892_2.fastq.gz
ERS5298333	ERR4809343	SAMEA7541881	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809343/ERR4809343_1.fastq.gz
ERS5298333	ERR4809343	SAMEA7541881	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4809343/ERR4809343_2.fastq.gz
ERS1987261	ERR2184442	SAMEA104362283	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184442/ERR2184442_1.fastq.gz
ERS1987261	ERR2184442	SAMEA104362283	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/002/ERR2184442/ERR2184442_2.fastq.gz
ERS3372034	ERR3287819	SAMEA5570013	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287819/ERR3287819_1.fastq.gz
ERS3372034	ERR3287819	SAMEA5570013	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287819/ERR3287819_2.fastq.gz
ERS5319653	ERR4830580	SAMEA7563020	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830580/ERR4830580_1.fastq.gz
ERS5319653	ERR4830580	SAMEA7563020	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830580/ERR4830580_2.fastq.gz
ERS5320349	ERR4831276	SAMEA7563717	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831276/ERR4831276_1.fastq.gz
ERS5320349	ERR4831276	SAMEA7563717	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831276/ERR4831276_2.fastq.gz
ERS5281197	ERR4796266	SAMEA7524722	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796266/ERR4796266_1.fastq.gz
ERS5281197	ERR4796266	SAMEA7524722	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796266/ERR4796266_2.fastq.gz
ERS5281637	ERR4796706	SAMEA7525162	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796706/ERR4796706_1.fastq.gz
ERS5281637	ERR4796706	SAMEA7525162	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4796706/ERR4796706_2.fastq.gz
ERS5320830	ERR4831883	SAMEA7564199	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4831883/ERR4831883_1.fastq.gz
ERS5320830	ERR4831883	SAMEA7564199	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4831883/ERR4831883_2.fastq.gz
ERS3371973	ERR3287758	SAMEA5569952	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287758/ERR3287758_1.fastq.gz
ERS3371973	ERR3287758	SAMEA5569952	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287758/ERR3287758_2.fastq.gz
ERS5318458	ERR4829385	SAMEA7561823	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829385/ERR4829385_1.fastq.gz
ERS5318458	ERR4829385	SAMEA7561823	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/005/ERR4829385/ERR4829385_2.fastq.gz
ERS5282124	ERR4797108	SAMEA7525650	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797108/ERR4797108_1.fastq.gz
ERS5282124	ERR4797108	SAMEA7525650	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797108/ERR4797108_2.fastq.gz
ERS5320946	ERR4831999	SAMEA7564315	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4831999/ERR4831999_1.fastq.gz
ERS5320946	ERR4831999	SAMEA7564315	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4831999/ERR4831999_2.fastq.gz
ERS5281488	ERR4796557	SAMEA7525013	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796557/ERR4796557_1.fastq.gz
ERS5281488	ERR4796557	SAMEA7525013	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796557/ERR4796557_2.fastq.gz
ERS5282111	ERR4797095	SAMEA7525637	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797095/ERR4797095_1.fastq.gz
ERS5282111	ERR4797095	SAMEA7525637	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797095/ERR4797095_2.fastq.gz
ERS3371827	ERR3287612	SAMEA5569805	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287612/ERR3287612_1.fastq.gz
ERS3371827	ERR3287612	SAMEA5569805	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287612/ERR3287612_2.fastq.gz
ERS6403004	ERR8975430	SAMEA8718559	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8975430/ERR8975430_1.fastq.gz
ERS6403004	ERR8975430	SAMEA8718559	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8975430/ERR8975430_2.fastq.gz
ERS3371743	ERR3287528	SAMEA5569721	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287528/ERR3287528_1.fastq.gz
ERS3371743	ERR3287528	SAMEA5569721	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287528/ERR3287528_2.fastq.gz
ERS5318182	ERR4829109	SAMEA7561547	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829109/ERR4829109_1.fastq.gz
ERS5318182	ERR4829109	SAMEA7561547	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829109/ERR4829109_2.fastq.gz
ERS5281808	ERR4796825	SAMEA7525334	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796825/ERR4796825_1.fastq.gz
ERS5281808	ERR4796825	SAMEA7525334	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796825/ERR4796825_2.fastq.gz
ERS2394800	ERR2510484	SAMEA1101786	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510484/ERR2510484_1.fastq.gz
ERS2394800	ERR2510484	SAMEA1101786	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510484/ERR2510484_2.fastq.gz
ERS5319828	ERR4830755	SAMEA7563195	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830755/ERR4830755_1.fastq.gz
ERS5319828	ERR4830755	SAMEA7563195	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830755/ERR4830755_2.fastq.gz
ERS6403092	ERR8975519	SAMEA8718647	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/009/ERR8975519/ERR8975519_1.fastq.gz
ERS6403092	ERR8975519	SAMEA8718647	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/009/ERR8975519/ERR8975519_2.fastq.gz
ERS5300653	ERR4810935	SAMEA7543995	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4810935/ERR4810935_1.fastq.gz
ERS5300653	ERR4810935	SAMEA7543995	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4810935/ERR4810935_2.fastq.gz
ERS5282540	ERR4797516	SAMEA7526067	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797516/ERR4797516_1.fastq.gz
ERS5282540	ERR4797516	SAMEA7526067	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797516/ERR4797516_2.fastq.gz
ERS5282850	ERR4797824	SAMEA7526377	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797824/ERR4797824_1.fastq.gz
ERS5282850	ERR4797824	SAMEA7526377	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797824/ERR4797824_2.fastq.gz
ERS5281612	ERR4796681	SAMEA7525137	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796681/ERR4796681_1.fastq.gz
ERS5281612	ERR4796681	SAMEA7525137	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4796681/ERR4796681_2.fastq.gz
ERS5320475	ERR4831402	SAMEA7563843	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4831402/ERR4831402_1.fastq.gz
ERS5320475	ERR4831402	SAMEA7563843	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4831402/ERR4831402_2.fastq.gz
ERS2394625	ERR2510309	SAMEA1101553	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510309/ERR2510309_1.fastq.gz
ERS2394625	ERR2510309	SAMEA1101553	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510309/ERR2510309_2.fastq.gz
ERS5304013	ERR4813853	SAMEA7547359	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4813853/ERR4813853_1.fastq.gz
ERS5304013	ERR4813853	SAMEA7547359	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4813853/ERR4813853_2.fastq.gz
ERS5319824	ERR4830751	SAMEA7563191	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830751/ERR4830751_1.fastq.gz
ERS5319824	ERR4830751	SAMEA7563191	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830751/ERR4830751_2.fastq.gz
ERS5281329	ERR4796398	SAMEA7524854	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796398/ERR4796398_1.fastq.gz
ERS5281329	ERR4796398	SAMEA7524854	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796398/ERR4796398_2.fastq.gz
ERS5320959	ERR4832012	SAMEA7564328	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4832012/ERR4832012_1.fastq.gz
ERS5320959	ERR4832012	SAMEA7564328	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4832012/ERR4832012_2.fastq.gz
ERS5303376	ERR4813216	SAMEA7546721	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4813216/ERR4813216_1.fastq.gz
ERS5303376	ERR4813216	SAMEA7546721	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4813216/ERR4813216_2.fastq.gz
ERS5301036	ERR4811318	SAMEA7544378	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811318/ERR4811318_1.fastq.gz
ERS5301036	ERR4811318	SAMEA7544378	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811318/ERR4811318_2.fastq.gz
ERS5282031	ERR4797015	SAMEA7525557	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797015/ERR4797015_1.fastq.gz
ERS5282031	ERR4797015	SAMEA7525557	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797015/ERR4797015_2.fastq.gz
ERS5303198	ERR4813038	SAMEA7546543	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4813038/ERR4813038_1.fastq.gz
ERS5303198	ERR4813038	SAMEA7546543	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4813038/ERR4813038_2.fastq.gz
ERS5281921	ERR4796905	SAMEA7525447	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796905/ERR4796905_1.fastq.gz
ERS5281921	ERR4796905	SAMEA7525447	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4796905/ERR4796905_2.fastq.gz
ERS5281814	ERR4796828	SAMEA7525340	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796828/ERR4796828_1.fastq.gz
ERS5281814	ERR4796828	SAMEA7525340	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796828/ERR4796828_2.fastq.gz
ERS3371774	ERR3287559	SAMEA5569752	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287559/ERR3287559_1.fastq.gz
ERS3371774	ERR3287559	SAMEA5569752	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287559/ERR3287559_2.fastq.gz
ERS5320090	ERR4831017	SAMEA7563458	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4831017/ERR4831017_1.fastq.gz
ERS5320090	ERR4831017	SAMEA7563458	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4831017/ERR4831017_2.fastq.gz
ERS6403310	ERR8975739	SAMEA8718865	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/009/ERR8975739/ERR8975739_1.fastq.gz
ERS6403310	ERR8975739	SAMEA8718865	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/009/ERR8975739/ERR8975739_2.fastq.gz
ERS3371658	ERR3287443	SAMEA5569636	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287443/ERR3287443_1.fastq.gz
ERS3371658	ERR3287443	SAMEA5569636	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287443/ERR3287443_2.fastq.gz
ERS5282581	ERR4797557	SAMEA7526108	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797557/ERR4797557_1.fastq.gz
ERS5282581	ERR4797557	SAMEA7526108	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797557/ERR4797557_2.fastq.gz
ERS5298027	ERR4809037	SAMEA7541574	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809037/ERR4809037_1.fastq.gz
ERS5298027	ERR4809037	SAMEA7541574	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4809037/ERR4809037_2.fastq.gz
ERS6403680	ERR8976110	SAMEA8719236	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8976110/ERR8976110_1.fastq.gz
ERS6403680	ERR8976110	SAMEA8719236	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8976110/ERR8976110_2.fastq.gz
ERS5319238	ERR4830165	SAMEA7562604	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830165/ERR4830165_1.fastq.gz
ERS5319238	ERR4830165	SAMEA7562604	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830165/ERR4830165_2.fastq.gz
ERS5301063	ERR4811345	SAMEA7544405	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811345/ERR4811345_1.fastq.gz
ERS5301063	ERR4811345	SAMEA7544405	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811345/ERR4811345_2.fastq.gz
ERS2394954	ERR2510638	SAMEA1102341	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510638/ERR2510638_1.fastq.gz
ERS2394954	ERR2510638	SAMEA1102341	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510638/ERR2510638_2.fastq.gz
ERS5303546	ERR4813386	SAMEA7546891	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4813386/ERR4813386_1.fastq.gz
ERS5303546	ERR4813386	SAMEA7546891	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4813386/ERR4813386_2.fastq.gz
ERS3371938	ERR3287723	SAMEA5569916	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287723/ERR3287723_1.fastq.gz
ERS3371938	ERR3287723	SAMEA5569916	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287723/ERR3287723_2.fastq.gz
ERS1987243	ERR2184424	SAMEA104362265	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184424/ERR2184424_1.fastq.gz
ERS1987243	ERR2184424	SAMEA104362265	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/004/ERR2184424/ERR2184424_2.fastq.gz
ERS2394622	ERR2510306	SAMEA1101550	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510306/ERR2510306_1.fastq.gz
ERS2394622	ERR2510306	SAMEA1101550	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510306/ERR2510306_2.fastq.gz
ERS2394864	ERR2510548	SAMEA1102217	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510548/ERR2510548_1.fastq.gz
ERS2394864	ERR2510548	SAMEA1102217	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510548/ERR2510548_2.fastq.gz
ERS5298503	ERR4810476	SAMEA7542051	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4810476/ERR4810476_1.fastq.gz
ERS5298503	ERR4810476	SAMEA7542051	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4810476/ERR4810476_2.fastq.gz
ERS5318222	ERR4829149	SAMEA7561587	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829149/ERR4829149_1.fastq.gz
ERS5318222	ERR4829149	SAMEA7561587	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/009/ERR4829149/ERR4829149_2.fastq.gz
ERS6403285	ERR8975714	SAMEA8718840	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/004/ERR8975714/ERR8975714_1.fastq.gz
ERS6403285	ERR8975714	SAMEA8718840	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/004/ERR8975714/ERR8975714_2.fastq.gz
ERS5319945	ERR4830872	SAMEA7563312	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830872/ERR4830872_1.fastq.gz
ERS5319945	ERR4830872	SAMEA7563312	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830872/ERR4830872_2.fastq.gz
ERS3371681	ERR3287466	SAMEA5569659	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287466/ERR3287466_1.fastq.gz
ERS3371681	ERR3287466	SAMEA5569659	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287466/ERR3287466_2.fastq.gz
ERS5282687	ERR4797661	SAMEA7526214	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797661/ERR4797661_1.fastq.gz
ERS5282687	ERR4797661	SAMEA7526214	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797661/ERR4797661_2.fastq.gz
ERS5301083	ERR4811365	SAMEA7544425	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811365/ERR4811365_1.fastq.gz
ERS5301083	ERR4811365	SAMEA7544425	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811365/ERR4811365_2.fastq.gz
ERS5298309	ERR4809319	SAMEA7541857	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809319/ERR4809319_1.fastq.gz
ERS5298309	ERR4809319	SAMEA7541857	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4809319/ERR4809319_2.fastq.gz
ERS5301051	ERR4811333	SAMEA7544393	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811333/ERR4811333_1.fastq.gz
ERS5301051	ERR4811333	SAMEA7544393	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811333/ERR4811333_2.fastq.gz
ERS5300695	ERR4810977	SAMEA7544037	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4810977/ERR4810977_1.fastq.gz
ERS5300695	ERR4810977	SAMEA7544037	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4810977/ERR4810977_2.fastq.gz
ERS5282437	ERR4797413	SAMEA7525964	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797413/ERR4797413_1.fastq.gz
ERS5282437	ERR4797413	SAMEA7525964	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797413/ERR4797413_2.fastq.gz
ERS5282673	ERR4797648	SAMEA7526200	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797648/ERR4797648_1.fastq.gz
ERS5282673	ERR4797648	SAMEA7526200	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797648/ERR4797648_2.fastq.gz
ERS5298294	ERR4809304	SAMEA7541842	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809304/ERR4809304_1.fastq.gz
ERS5298294	ERR4809304	SAMEA7541842	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4809304/ERR4809304_2.fastq.gz
ERS5320041	ERR4830968	SAMEA7563408	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830968/ERR4830968_1.fastq.gz
ERS5320041	ERR4830968	SAMEA7563408	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830968/ERR4830968_2.fastq.gz
ERS5303074	ERR4812914	SAMEA7546419	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4812914/ERR4812914_1.fastq.gz
ERS5303074	ERR4812914	SAMEA7546419	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4812914/ERR4812914_2.fastq.gz
ERS6420772	ERR5917704	SAMEA8741189	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5917704/ERR5917704_1.fastq.gz
ERS6420772	ERR5917704	SAMEA8741189	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5917704/ERR5917704_2.fastq.gz
ERS6402851	ERR8975154	SAMEA8718405	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/004/ERR8975154/ERR8975154_1.fastq.gz
ERS6402851	ERR8975154	SAMEA8718405	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/004/ERR8975154/ERR8975154_2.fastq.gz
ERS5318444	ERR4829371	SAMEA7561809	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829371/ERR4829371_1.fastq.gz
ERS5318444	ERR4829371	SAMEA7561809	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/001/ERR4829371/ERR4829371_2.fastq.gz
ERS3371838	ERR3287623	SAMEA5569816	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287623/ERR3287623_1.fastq.gz
ERS3371838	ERR3287623	SAMEA5569816	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287623/ERR3287623_2.fastq.gz
ERS5320634	ERR4831646	SAMEA7564002	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831646/ERR4831646_1.fastq.gz
ERS5320634	ERR4831646	SAMEA7564002	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831646/ERR4831646_2.fastq.gz
ERS6403523	ERR8975955	SAMEA8719078	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/005/ERR8975955/ERR8975955_1.fastq.gz
ERS6403523	ERR8975955	SAMEA8719078	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/005/ERR8975955/ERR8975955_2.fastq.gz
ERS5312406	ERR4822342	SAMEA7555763	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4822342/ERR4822342_1.fastq.gz
ERS5312406	ERR4822342	SAMEA7555763	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR482/002/ERR4822342/ERR4822342_2.fastq.gz
ERS6403627	ERR8976060	SAMEA8719183	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8976060/ERR8976060_1.fastq.gz
ERS6403627	ERR8976060	SAMEA8719183	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8976060/ERR8976060_2.fastq.gz
ERS5320335	ERR4831262	SAMEA7563703	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4831262/ERR4831262_1.fastq.gz
ERS5320335	ERR4831262	SAMEA7563703	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4831262/ERR4831262_2.fastq.gz
ERS5282060	ERR4797044	SAMEA7525586	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797044/ERR4797044_1.fastq.gz
ERS5282060	ERR4797044	SAMEA7525586	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797044/ERR4797044_2.fastq.gz
ERS5283079	ERR4798052	SAMEA7526606	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4798052/ERR4798052_1.fastq.gz
ERS5283079	ERR4798052	SAMEA7526606	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4798052/ERR4798052_2.fastq.gz
ERS6403338	ERR8975767	SAMEA8718893	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/007/ERR8975767/ERR8975767_1.fastq.gz
ERS6403338	ERR8975767	SAMEA8718893	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/007/ERR8975767/ERR8975767_2.fastq.gz
ERS5300675	ERR4810957	SAMEA7544017	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4810957/ERR4810957_1.fastq.gz
ERS5300675	ERR4810957	SAMEA7544017	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4810957/ERR4810957_2.fastq.gz
ERS6403084	ERR8975511	SAMEA8718639	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/001/ERR8975511/ERR8975511_1.fastq.gz
ERS6403084	ERR8975511	SAMEA8718639	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/001/ERR8975511/ERR8975511_2.fastq.gz
ERS5320803	ERR4831856	SAMEA7564172	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831856/ERR4831856_1.fastq.gz
ERS5320803	ERR4831856	SAMEA7564172	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4831856/ERR4831856_2.fastq.gz
ERS6403578	ERR8976010	SAMEA8719133	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8976010/ERR8976010_1.fastq.gz
ERS6403578	ERR8976010	SAMEA8719133	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR897/000/ERR8976010/ERR8976010_2.fastq.gz
