query_accession	run_accession	sample_accession	fastq_url
PRJEB7727	ERR553228	SAMEA2535227	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553228/ERR553228_1.fastq.gz
PRJEB7727	ERR553228	SAMEA2535227	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553228/ERR553228_2.fastq.gz
PRJEB7727	ERR553286	SAMEA2535275	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553286/ERR553286_1.fastq.gz
PRJEB7727	ERR553286	SAMEA2535275	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553286/ERR553286_2.fastq.gz
PRJEB7727	ERR550634	SAMEA2533356	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550634/ERR550634_1.fastq.gz
PRJEB7727	ERR550634	SAMEA2533356	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550634/ERR550634_2.fastq.gz
PRJEB7727	ERR550665	SAMEA2533376	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550665/ERR550665_1.fastq.gz
PRJEB7727	ERR550665	SAMEA2533376	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550665/ERR550665_2.fastq.gz
PRJEB7727	ERR550831	SAMEA2533504	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550831/ERR550831_1.fastq.gz
PRJEB7727	ERR550831	SAMEA2533504	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550831/ERR550831_2.fastq.gz
PRJEB7727	ERR550832	SAMEA2533504	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550832/ERR550832_1.fastq.gz
PRJEB7727	ERR550832	SAMEA2533504	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550832/ERR550832_2.fastq.gz
PRJEB7727	ERR550901	SAMEA2533550	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550901/ERR550901_1.fastq.gz
PRJEB7727	ERR550901	SAMEA2533550	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550901/ERR550901_2.fastq.gz
PRJEB7727	ERR550962	SAMEA2533595	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550962/ERR550962_1.fastq.gz
PRJEB7727	ERR550962	SAMEA2533595	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550962/ERR550962_2.fastq.gz
PRJEB7727	ERR550963	SAMEA2533595	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550963/ERR550963_1.fastq.gz
PRJEB7727	ERR550963	SAMEA2533595	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR550/ERR550963/ERR550963_2.fastq.gz
PRJEB7727	ERR551067	SAMEA2533673	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551067/ERR551067_1.fastq.gz
PRJEB7727	ERR551067	SAMEA2533673	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551067/ERR551067_2.fastq.gz
PRJEB7727	ERR551068	SAMEA2533673	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551068/ERR551068_1.fastq.gz
PRJEB7727	ERR551068	SAMEA2533673	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551068/ERR551068_2.fastq.gz
PRJEB7727	ERR551118	SAMEA2533713	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551118/ERR551118_1.fastq.gz
PRJEB7727	ERR551118	SAMEA2533713	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551118/ERR551118_2.fastq.gz
PRJEB7727	ERR551126	SAMEA2533720	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551126/ERR551126_1.fastq.gz
PRJEB7727	ERR551126	SAMEA2533720	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551126/ERR551126_2.fastq.gz
PRJEB7727	ERR551192	SAMEA2533765	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551192/ERR551192_1.fastq.gz
PRJEB7727	ERR551192	SAMEA2533765	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551192/ERR551192_2.fastq.gz
PRJEB7727	ERR551254	SAMEA2533809	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551254/ERR551254_1.fastq.gz
PRJEB7727	ERR551254	SAMEA2533809	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551254/ERR551254_2.fastq.gz
PRJEB7727	ERR551399	SAMEA2533915	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551399/ERR551399_1.fastq.gz
PRJEB7727	ERR551399	SAMEA2533915	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551399/ERR551399_2.fastq.gz
PRJEB7727	ERR551438	SAMEA2533942	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551438/ERR551438_1.fastq.gz
PRJEB7727	ERR551438	SAMEA2533942	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551438/ERR551438_2.fastq.gz
PRJEB7727	ERR551439	SAMEA2533942	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551439/ERR551439_1.fastq.gz
PRJEB7727	ERR551439	SAMEA2533942	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551439/ERR551439_2.fastq.gz
PRJEB7727	ERR551513	SAMEA2533994	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551513/ERR551513_1.fastq.gz
PRJEB7727	ERR551513	SAMEA2533994	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551513/ERR551513_2.fastq.gz
PRJEB7727	ERR551550	SAMEA2534021	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551550/ERR551550_1.fastq.gz
PRJEB7727	ERR551550	SAMEA2534021	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551550/ERR551550_2.fastq.gz
PRJEB7727	ERR551551	SAMEA2534021	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551551/ERR551551_1.fastq.gz
PRJEB7727	ERR551551	SAMEA2534021	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551551/ERR551551_2.fastq.gz
PRJEB7727	ERR551924	SAMEA2534293	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551924/ERR551924_1.fastq.gz
PRJEB7727	ERR551924	SAMEA2534293	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551924/ERR551924_2.fastq.gz
PRJEB7727	ERR551998	SAMEA2534340	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551998/ERR551998_1.fastq.gz
PRJEB7727	ERR551998	SAMEA2534340	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR551/ERR551998/ERR551998_2.fastq.gz
PRJEB7727	ERR552094	SAMEA2534408	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552094/ERR552094_1.fastq.gz
PRJEB7727	ERR552094	SAMEA2534408	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552094/ERR552094_2.fastq.gz
PRJEB7727	ERR552116	SAMEA2534424	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552116/ERR552116_1.fastq.gz
PRJEB7727	ERR552116	SAMEA2534424	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552116/ERR552116_2.fastq.gz
PRJEB7727	ERR552160	SAMEA2534452	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552160/ERR552160_1.fastq.gz
PRJEB7727	ERR552160	SAMEA2534452	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552160/ERR552160_2.fastq.gz
PRJEB7727	ERR552161	SAMEA2534453	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552161/ERR552161_1.fastq.gz
PRJEB7727	ERR552161	SAMEA2534453	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552161/ERR552161_2.fastq.gz
PRJEB7727	ERR552260	SAMEA2534521	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552260/ERR552260_1.fastq.gz
PRJEB7727	ERR552260	SAMEA2534521	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552260/ERR552260_2.fastq.gz
PRJEB7727	ERR552454	SAMEA2534660	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552454/ERR552454_1.fastq.gz
PRJEB7727	ERR552454	SAMEA2534660	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552454/ERR552454_2.fastq.gz
PRJEB7727	ERR552455	SAMEA2534660	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552455/ERR552455_1.fastq.gz
PRJEB7727	ERR552455	SAMEA2534660	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552455/ERR552455_2.fastq.gz
PRJEB7727	ERR552522	SAMEA2534705	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552522/ERR552522_1.fastq.gz
PRJEB7727	ERR552522	SAMEA2534705	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552522/ERR552522_2.fastq.gz
PRJEB7727	ERR552523	SAMEA2534705	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552523/ERR552523_1.fastq.gz
PRJEB7727	ERR552523	SAMEA2534705	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552523/ERR552523_2.fastq.gz
PRJEB7727	ERR552553	SAMEA2534728	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552553/ERR552553_1.fastq.gz
PRJEB7727	ERR552553	SAMEA2534728	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552553/ERR552553_2.fastq.gz
PRJEB7727	ERR552605	SAMEA2534762	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552605/ERR552605_1.fastq.gz
PRJEB7727	ERR552605	SAMEA2534762	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552605/ERR552605_2.fastq.gz
PRJEB7727	ERR552922	SAMEA2535001	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552922/ERR552922_1.fastq.gz
PRJEB7727	ERR552922	SAMEA2535001	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552922/ERR552922_2.fastq.gz
PRJEB7727	ERR552979	SAMEA2535046	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552979/ERR552979_1.fastq.gz
PRJEB7727	ERR552979	SAMEA2535046	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR552/ERR552979/ERR552979_2.fastq.gz
PRJEB7727	ERR553030	SAMEA2535082	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553030/ERR553030_1.fastq.gz
PRJEB7727	ERR553030	SAMEA2535082	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553030/ERR553030_2.fastq.gz
PRJEB7727	ERR553164	SAMEA2535186	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553164/ERR553164_1.fastq.gz
PRJEB7727	ERR553164	SAMEA2535186	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553164/ERR553164_2.fastq.gz
PRJEB7727	ERR553166	SAMEA2535186	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553166/ERR553166_1.fastq.gz
PRJEB7727	ERR553166	SAMEA2535186	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553166/ERR553166_2.fastq.gz
PRJEB7727	ERR553172	SAMEA2535189	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553172/ERR553172_1.fastq.gz
PRJEB7727	ERR553172	SAMEA2535189	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553172/ERR553172_2.fastq.gz
PRJEB7727	ERR553258	SAMEA2535254	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553258/ERR553258_1.fastq.gz
PRJEB7727	ERR553258	SAMEA2535254	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553258/ERR553258_2.fastq.gz
PRJEB7727	ERR553371	SAMEA2535344	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553371/ERR553371_1.fastq.gz
PRJEB7727	ERR553371	SAMEA2535344	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR553/ERR553371/ERR553371_2.fastq.gz
